Crawling_date,Crawling_time1,Upload_date,Upload_time1,frequency,hd,id,img,length,name,rating,video_url
20171210,20171210 18:11:35,20171209,1 天 之前,19207,No-HD,13211,http://www.yjizz.tv/media/videos/tmb/000/013/211/11.jpg,29:38,样子不错的迷情思儿被大款主人调教舔鸡巴还要尿射口里,71,/13211/样子不错的迷情思儿被大款主人调教舔鸡巴还要尿射口里/
20171210,20171210 18:11:35,20171209,1 天 之前,25608,No-HD,13210,http://www.yjizz.tv/media/videos/tmb/000/013/210/4.jpg,42:06,某外企经理办公室面试亚裔女子被潜规则录取,67,/13210/某外企经理办公室面试亚裔女子被潜规则录取/
20171210,20171210 18:11:35,20171209,1 天 之前,15707,No-HD,13209,http://www.yjizz.tv/media/videos/tmb/000/013/209/1.jpg,11:35,约炮海口学生小嫩妹小逼紧到拔不出来,83,/13209/约炮海口学生小嫩妹小逼紧到拔不出来/
20171210,20171210 18:11:35,20171209,1 天 之前,21675,No-HD,13208,http://www.yjizz.tv/media/videos/tmb/000/013/208/6.jpg,17:33,摄像头偷拍沈阳小伙和大自己10岁的富婆美少妇打炮,50,/13208/摄像头偷拍沈阳小伙和大自己10岁的富婆美少妇打炮/
20171210,20171210 18:11:35,20171209,1 天 之前,15415,No-HD,13206,http://www.yjizz.tv/media/videos/tmb/000/013/206/16.jpg,10:43,无毛嫩B小性奴捆绑束缚任由大叔肆意玩弄,79,/13206/无毛嫩b小性奴捆绑束缚任由大叔肆意玩弄/
20171210,20171210 18:11:35,20171209,1 天 之前,11643,No-HD,13202,http://www.yjizz.tv/media/videos/tmb/000/013/202/1.jpg,14:17,兼职学生妹上门服务近距离自拍最后口爆,91,/13202/兼职学生妹上门服务近距离自拍最后口爆/
20171210,20171210 18:11:35,20171209,1 天 之前,33500,No-HD,13199,http://www.yjizz.tv/media/videos/tmb/000/013/199/5.jpg,18:47,淫荡的北京女销售破洞丝袜被操的淫汁四溅,68,/13199/淫荡的北京女销售破洞丝袜被操的淫汁四溅/
20171210,20171210 18:11:35,20171209,1 天 之前,10216,No-HD,13196,http://www.yjizz.tv/media/videos/tmb/000/013/196/3.jpg,14:15,素质大叔和年龄差距蛮大的年轻媳妇过性生活-上,67,/13196/素质大叔和年龄差距蛮大的年轻媳妇过性生活-上/
20171210,20171210 18:11:35,20171209,1 天 之前,13850,No-HD,13195,http://www.yjizz.tv/media/videos/tmb/000/013/195/1.jpg,16:06,素质大叔和年龄差距蛮大的年轻媳妇过性生活-下,50,/13195/素质大叔和年龄差距蛮大的年轻媳妇过性生活-下/
20171210,20171210 18:11:35,20171209,1 天 之前,13656,No-HD,13193,http://www.yjizz.tv/media/videos/tmb/000/013/193/10.jpg,08:17,天津某酒吧约炮小骚逼一夜情后入狂插干的嗨,65,/13193/天津某酒吧约炮小骚逼一夜情后入狂插干的嗨/
20171210,20171210 18:11:35,20171209,1 天 之前,15051,No-HD,13192,http://www.yjizz.tv/media/videos/tmb/000/013/192/2.jpg,06:01,上海某酒店和白嫩大奶女同事偷情叫声很浪很嗨,67,/13192/上海某酒店和白嫩大奶女同事偷情叫声很浪很嗨/
20171210,20171210 18:11:35,20171209,1 天 之前,15972,No-HD,13191,http://www.yjizz.tv/media/videos/tmb/000/013/191/16.jpg,07:01,米糕找来超级美少妇拍片还说自己老公从来没让自己这么爽过,53,/13191/米糕找来超级美少妇拍片还说自己老公从来没让自己这么爽过/
20171210,20171210 18:11:35,20171209,1 天 之前,15529,No-HD,13187,http://www.yjizz.tv/media/videos/tmb/000/013/187/5.jpg,04:01,前女友艳舞自拍好身材扭的真风骚扭玩再吹箫真爽,46,/13187/前女友艳舞自拍好身材扭的真风骚扭玩再吹箫真爽/
20171210,20171210 18:11:35,20171209,1 天 之前,15569,No-HD,13185,http://www.yjizz.tv/media/videos/tmb/000/013/185/11.jpg,11:35,跨省约炮和聊了很久的极品少妇网友初次见面,50,/13185/跨省约炮和聊了很久的极品少妇网友初次见面/
20171210,20171210 18:11:35,20171209,1 天 之前,8973,No-HD,13184,http://www.yjizz.tv/media/videos/tmb/000/013/184/3.jpg,12:28,姐夫家中调教乖巧小姨子先跪舔再啪啪,57,/13184/姐夫家中调教乖巧小姨子先跪舔再啪啪/
20171210,20171210 18:11:35,20171209,1 天 之前,12486,No-HD,13181,http://www.yjizz.tv/media/videos/tmb/000/013/181/1.jpg,12:24,寂寞的熟妇姿势销魂咪咪硕大,59,/13181/寂寞的熟妇姿势销魂咪咪硕大/
20171210,20171210 18:11:35,20171209,1 天 之前,16808,No-HD,13180,http://www.yjizz.tv/media/videos/tmb/000/013/180/12.jpg,09:25,好吃不过饺子耐操还是嫂子,67,/13180/好吃不过饺子耐操还是嫂子/
20171210,20171210 18:11:35,20171209,1 天 之前,30768,No-HD,13179,http://www.yjizz.tv/media/videos/tmb/000/013/179/13.jpg,12:04,韩国18岁美少女被同学出卖 酒后迷奸高清偷拍,67,/13179/韩国18岁美少女被同学出卖-酒后迷奸高清偷拍/
20171210,20171210 18:11:35,20171209,1 天 之前,7818,No-HD,13178,http://www.yjizz.tv/media/videos/tmb/000/013/178/19.jpg,03:57,小姨子可以仰躺在身子上面一直不间断的和长屌姐夫打炮,83,/13178/小姨子可以仰躺在身子上面一直不间断的和长屌姐夫打炮/
20171210,20171210 18:11:35,20171209,1 天 之前,12921,No-HD,13177,http://www.yjizz.tv/media/videos/tmb/000/013/177/2.jpg,01:55,极品学妹肤白貌美在家自拍骚逼一抠就出水,52,/13177/极品学妹肤白貌美在家自拍骚逼一抠就出水/
20171210,20171210 18:11:35,20171209,1 天 之前,12542,No-HD,13176,http://www.yjizz.tv/media/videos/tmb/000/013/176/3.jpg,01:57,极品C杯尤物穿诱人内内被操到直叫爸爸超级诱人,67,/13176/极品c杯尤物穿诱人内内被操到直叫爸爸超级诱人/
20171210,20171210 18:11:35,20171209,1 天 之前,11848,No-HD,13173,http://www.yjizz.tv/media/videos/tmb/000/013/173/1.jpg,03:34,某高官情人耐不住寂寞性感皮裤和我裸聊挖嫩逼,83,/13173/某高官情人耐不住寂寞性感皮裤和我裸聊挖嫩逼/
20171210,20171210 18:11:35,20171209,1 天 之前,24960,No-HD,13169,http://www.yjizz.tv/media/videos/tmb/000/013/169/18.jpg,12:34,丰满粉穴巨乳174cm嫩模私拍毛笔玩菊花稀疏阴毛超诱惑,69,/13169/丰满粉穴巨乳174cm嫩模私拍毛笔玩菊花稀疏阴毛超诱惑/
20171210,20171210 18:11:35,20171209,2 天 之前,21268,No-HD,10436,http://www.yjizz.tv/media/videos/tmb/000/010/436/1.jpg,02:29,身材很棒的粉嫩小女友站着被操到腿软,55,/10436/身材很棒的粉嫩小女友站着被操到腿软/
20171210,20171210 18:11:35,20171209,2 天 之前,27557,No-HD,10432,http://www.yjizz.tv/media/videos/tmb/000/010/432/8.jpg,03:28,大奶女神穿上情趣衣好羞耻被她男友抱着屁股猛干,48,/10432/大奶女神穿上情趣衣好羞耻被她男友抱着屁股猛干/
20171210,20171210 18:11:35,20171209,2 天 之前,13972,No-HD,10431,http://www.yjizz.tv/media/videos/tmb/000/010/431/7.jpg,04:52,FC2挺漂亮的妹子沙发上跳蛋自慰秀不要错过,92,/10431/fc2挺漂亮的妹子沙发上跳蛋自慰秀不要错过/
20171210,20171210 18:11:35,20171209,2 天 之前,14341,No-HD,10429,http://www.yjizz.tv/media/videos/tmb/000/010/429/3.jpg,09:18,C奶网袜女律师偷情浪叫男的体力真好,60,/10429/c奶网袜女律师偷情浪叫男的体力真好/
20171210,20171210 18:11:35,20171209,2 天 之前,18966,No-HD,10422,http://www.yjizz.tv/media/videos/tmb/000/010/422/14.jpg,19:42,高清国产足交系列 长腿湖南妹才十八岁,63,/10422/高清国产足交系列-长腿湖南妹才十八岁/
20171210,20171210 18:11:35,20171209,2 天 之前,17831,No-HD,10419,http://www.yjizz.tv/media/videos/tmb/000/010/419/14.jpg,14:01,先用高科技把骚货操高潮后在插入她的湿穴,45,/10419/先用高科技把骚货操高潮后在插入她的湿穴/
20171210,20171210 18:11:35,20171209,2 天 之前,25967,No-HD,10418,http://www.yjizz.tv/media/videos/tmb/000/010/418/19.jpg,29:17,清纯丝袜学生妹肉丝 美腿 丰臀 玉足玩个遍最后要求内射粉红,63,/10418/清纯丝袜学生妹肉丝-美腿-丰臀-玉足玩个遍最后要求内射粉红/
20171210,20171210 18:11:35,20171209,2 天 之前,10745,No-HD,10389,http://www.yjizz.tv/media/videos/tmb/000/010/389/1.jpg,16:30,体贴的护士情人护理完身体还要护理小弟弟真心羡慕啊,71,/10389/体贴的护士情人护理完身体还要护理小弟弟真心羡慕啊/
20171210,20171210 18:11:35,20171209,2 天 之前,58606,No-HD,10387,http://www.yjizz.tv/media/videos/tmb/000/010/387/7.jpg,22:02,淫骚小秘书穿着制服肉丝一边被草一边和闺蜜打电话普通话对白,71,/10387/淫骚小秘书穿着制服肉丝一边被草一边和闺蜜打电话普通话对白/
20171210,20171210 18:11:35,20171209,2 天 之前,19209,HD,10384,http://www.yjizz.tv/media/videos/tmb/000/010/384/7.jpg,21:34,大卵哥酒吧泡个坐台小姐回家过夜,75,/10384/大卵哥酒吧泡个坐台小姐回家过夜/
20171210,20171210 18:11:35,20171209,2 天 之前,13200,No-HD,10379,http://www.yjizz.tv/media/videos/tmb/000/010/379/3.jpg,18:44,约炮极品风骚少妇换装黑丝高跟口活一流,57,/10379/约炮极品风骚少妇换装黑丝高跟口活一流/
20171210,20171210 18:11:35,20171209,2 天 之前,20088,No-HD,10355,http://www.yjizz.tv/media/videos/tmb/000/010/355/13.jpg,12:45,极品馒头逼妹子直播秀看着就很紧喜欢的不要错过,73,/10355/极品馒头逼妹子直播秀看着就很紧喜欢的不要错过/
20171210,20171210 18:11:35,20171209,2 天 之前,25120,HD,10340,http://www.yjizz.tv/media/videos/tmb/000/010/340/7.jpg,14:12,E罩杯的大胸湖师大艺术系花逼逼嫩的想让人舔一舔,69,/10340/e罩杯的大胸湖师大艺术系花逼逼嫩的想让人舔一舔/
20171210,20171210 18:11:35,20171209,2 天 之前,16643,No-HD,10318,http://www.yjizz.tv/media/videos/tmb/000/010/318/20.jpg,09:18,女上位自己动情侣直播啪啪 套套用完插爽了给撸出来,43,/10318/女上位自己动情侣直播啪啪-套套用完插爽了给撸出来/
20171210,20171210 18:11:35,20171209,2 天 之前,24372,No-HD,10316,http://www.yjizz.tv/media/videos/tmb/000/010/316/19.jpg,05:57,刚毕业的小美女,73,/10316/刚毕业的小美女/
20171210,20171210 18:11:35,20171209,2 天 之前,19571,HD,10314,http://www.yjizz.tv/media/videos/tmb/000/010/314/1.jpg,04:56,对着镜头揉奶扒开多水小穴 貌似身经百战了啊,88,/10314/对着镜头揉奶扒开多水小穴-貌似身经百战了啊/
20171210,20171210 18:11:35,20171209,2 天 之前,31815,HD,10313,http://www.yjizz.tv/media/videos/tmb/000/010/313/9.jpg,01:41,高中学业紧张小美女自慰缓解学习压力,52,/10313/高中学业紧张小美女自慰缓解学习压力/
20171210,20171210 18:11:35,20171209,2 天 之前,15767,No-HD,10309,http://www.yjizz.tv/media/videos/tmb/000/010/309/12.jpg,03:51,漂亮良家少妇家里偷情后入 揉着圆润奶子手感真好,68,/10309/漂亮良家少妇家里偷情后入-揉着圆润奶子手感真好/
20171210,20171210 18:11:35,20171209,2 天 之前,20038,No-HD,10291,http://www.yjizz.tv/media/videos/tmb/000/010/291/3.jpg,03:16,疯狂后入抽插修我的极品嫩车,85,/10291/疯狂后入抽插修我的极品嫩车/
20171210,20171210 18:11:35,20171209,2 天 之前,11874,No-HD,10290,http://www.yjizz.tv/media/videos/tmb/000/010/290/5.jpg,12:37,牛掰女主播穿着黑色微信PM个男的过来直播啪啪,67,/10290/牛掰女主播穿着黑色微信pm个男的过来直播啪啪/
20171210,20171210 18:11:35,20171209,2 天 之前,15575,No-HD,10282,http://www.yjizz.tv/media/videos/tmb/000/010/282/3.jpg,29:59,洋土豪洋老外饭店勾搭个娇小嫩妹带去啪啪超粉嫩,67,/10282/洋土豪洋老外饭店勾搭个娇小嫩妹带去啪啪超粉嫩/
20171210,20171210 18:11:35,20171209,2 天 之前,27265,No-HD,10214,http://www.yjizz.tv/media/videos/tmb/000/010/214/9.jpg,33:25,上海李xx,57,/10214/上海李xx/
20171210,20171210 18:11:35,20171209,2 天 之前,15671,No-HD,10213,http://www.yjizz.tv/media/videos/tmb/000/010/213/11.jpg,33:16,内裤哥桑拿会所高价钱找的性感高挑头牌女公关,75,/10213/内裤哥桑拿会所高价钱找的性感高挑头牌女公关/
20171210,20171210 18:11:35,20171209,2 天 之前,9206,No-HD,10210,http://www.yjizz.tv/media/videos/tmb/000/010/210/20.jpg,06:13,学生妹背着男朋友找我偷情,50,/10210/学生妹背着男朋友找我偷情/
20171210,20171210 18:11:35,20171209,2 天 之前,13479,No-HD,10207,http://www.yjizz.tv/media/videos/tmb/000/010/207/3.jpg,03:50,兔女郎自慰爽的不要不要的,60,/10207/兔女郎自慰爽的不要不要的/
20171210,20171210 18:11:35,20171209,2 天 之前,22622,HD,10206,http://www.yjizz.tv/media/videos/tmb/000/010/206/1.jpg,11:42,3P粉丝老婆淫妻偿还绿帽债-上,74,/10206/3p粉丝老婆淫妻偿还绿帽债-上/
20171210,20171210 18:11:35,20171209,2 天 之前,15826,HD,10204,http://www.yjizz.tv/media/videos/tmb/000/010/204/1.jpg,16:05,3P粉丝老婆淫妻偿还绿帽债-下,63,/10204/3p粉丝老婆淫妻偿还绿帽债-下/
20171210,20171210 18:11:35,20171209,2 天 之前,21961,HD,10203,http://www.yjizz.tv/media/videos/tmb/000/010/203/9.jpg,23:05,176大长腿野模空乘制服各种性感丝袜情趣大胆私拍,63,/10203/176大长腿野模空乘制服各种性感丝袜情趣大胆私拍/
20171210,20171210 18:11:35,20171209,3 天 之前,16818,No-HD,16363,http://www.yjizz.tv/media/videos/tmb/000/016/363/6.jpg,08:47,酒店约炮大奶熟妇激情内射,40,/16363/酒店约炮大奶熟妇激情内射/
20171210,20171210 18:11:35,20171209,3 天 之前,9717,No-HD,16361,http://www.yjizz.tv/media/videos/tmb/000/016/361/1.jpg,05:28,白嫩制服小美女露脸援交,42,/16361/白嫩制服小美女露脸援交/
20171210,20171210 18:11:35,20171209,3 天 之前,26411,No-HD,16360,http://www.yjizz.tv/media/videos/tmb/000/016/360/20.jpg,04:10,漂亮女孩口交鸡儿很舒爽,52,/16360/漂亮女孩口交鸡儿很舒爽/
20171210,20171210 18:11:35,20171209,3 天 之前,15741,No-HD,16356,http://www.yjizz.tv/media/videos/tmb/000/016/356/10.jpg,02:39,新交的炮友脱光衣服之后很开放,50,/16356/新交的炮友脱光衣服之后很开放/
20171210,20171210 18:11:35,20171209,3 天 之前,16311,No-HD,16350,http://www.yjizz.tv/media/videos/tmb/000/016/350/12.jpg,06:34,饥渴骚逼自慰拍下超淫荡自拍,65,/16350/饥渴骚逼自慰拍下超淫荡自拍/
20171210,20171210 18:11:35,20171209,3 天 之前,16677,No-HD,16294,http://www.yjizz.tv/media/videos/tmb/000/016/294/4.jpg,16:39,后入式内射黑丝熟女,67,/16294/后入式内射黑丝熟女/
20171210,20171210 18:11:35,20171209,3 天 之前,15324,HD,16273,http://www.yjizz.tv/media/videos/tmb/000/016/273/16.jpg,21:19,护士服女友有个嫩嫩的小穴,44,/16273/护士服女友有个嫩嫩的小穴/
20171210,20171210 18:11:35,20171209,3 天 之前,30382,No-HD,16266,http://www.yjizz.tv/media/videos/tmb/000/016/266/3.jpg,14:43,跟单位的熟女大姐出租屋疯狂偷情,70,/16266/跟单位的熟女大姐出租屋疯狂偷情/
20171210,20171210 18:11:35,20171209,3 天 之前,19573,No-HD,16264,http://www.yjizz.tv/media/videos/tmb/000/016/264/4.jpg,26:00,公司的年轻女同事被我约出来打炮,60,/16264/公司的年轻女同事被我约出来打炮/
20171210,20171210 18:11:35,20171209,3 天 之前,22285,No-HD,16263,http://www.yjizz.tv/media/videos/tmb/000/016/263/14.jpg,18:09,寂寞熟女自慰这个木耳已经被玩坏了,55,/16263/寂寞熟女自慰这个木耳已经被玩坏了/
20171210,20171210 18:11:35,20171209,3 天 之前,14670,No-HD,16262,http://www.yjizz.tv/media/videos/tmb/000/016/262/2.jpg,03:40,高端的sm用上了真手铐,50,/16262/高端的sm用上了真手铐/
20171210,20171210 18:11:35,20171209,3 天 之前,15390,HD,16261,http://www.yjizz.tv/media/videos/tmb/000/016/261/9.jpg,05:38,刚干完一炮女友怪我勾引她,67,/16261/刚干完一炮女友怪我勾引她/
20171210,20171210 18:11:35,20171209,3 天 之前,13391,No-HD,16259,http://www.yjizz.tv/media/videos/tmb/000/016/259/5.jpg,12:50,风骚人妻做爱还要润滑剂,50,/16259/风骚人妻做爱还要润滑剂/
20171210,20171210 18:11:35,20171209,3 天 之前,38889,HD,16255,http://www.yjizz.tv/media/videos/tmb/000/016/255/12.jpg,45:26,东北美女主播花500块雇来的炮友,60,/16255/东北美女主播花500块雇来的炮友/
20171210,20171210 18:11:35,20171209,3 天 之前,27061,No-HD,16248,http://www.yjizz.tv/media/videos/tmb/000/016/248/14.jpg,20:05,白嫩翘挺美乳终极诱惑超美型S身材,72,/16248/白嫩翘挺美乳终极诱惑超美型s身材/
20171210,20171210 18:11:35,20171209,3 天 之前,12135,HD,16242,http://www.yjizz.tv/media/videos/tmb/000/016/242/18.jpg,02:41,掰开小穴阴毛浓密侧卧屁股太性感,68,/16242/掰开小穴阴毛浓密侧卧屁股太性感/
20171210,20171210 18:11:35,20171209,3 天 之前,24837,No-HD,16217,http://www.yjizz.tv/media/videos/tmb/000/016/217/15.jpg,04:23,露脸伺候我的炮友挺漂亮的吧,58,/16217/露脸伺候我的炮友挺漂亮的吧/
20171210,20171210 18:11:35,20171209,3 天 之前,15284,No-HD,16201,http://www.yjizz.tv/media/videos/tmb/000/016/201/2.jpg,28:23,初撮。70 In 代官山 チームT ちづる 22歳 会社員,63,/16201/初撮-70-in-代官山-チームt-ちづる-22歳-会社員/
20171210,20171210 18:11:35,20171209,3 天 之前,31543,No-HD,16160,http://www.yjizz.tv/media/videos/tmb/000/016/160/3.jpg,05:49,约炮嫩模欲望真强烈操逼动情时流出好多白浆,76,/16160/约炮嫩模欲望真强烈操逼动情时流出好多白浆/
20171210,20171210 18:11:35,20171209,3 天 之前,15990,No-HD,16159,http://www.yjizz.tv/media/videos/tmb/000/016/159/1.jpg,08:44,漂亮黑丝小姐姐舌舔手撸帮泄火,47,/16159/漂亮黑丝小姐姐舌舔手撸帮泄火/
20171210,20171210 18:11:35,20171209,3 天 之前,19365,No-HD,16133,http://www.yjizz.tv/media/videos/tmb/000/016/133/19.jpg,08:04,露脸骚女被玩具强制连续高潮,92,/16133/露脸骚女被玩具强制连续高潮/
